classe_num,ndevoir_w11,avg_note_w11,log_w11,logMonday_w11,logSunday_w11,logWed_w11,logThursday_w11,diffDaysWeek,logResource_w11,logCore_w11,logViewed_w11,logviewedCore_w11,logviewedResource_w11,logviewedTargetCourse_w11,logviewedTargetCourseModule_w11,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,1,12,44,33,0,11,0,0,0,44,44,44,0,22,0,0,0,6,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,72,0,72,0,0,0,27,45,72,45,27,45,27,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,19,819,0,0,126,126,1,324,477,819,477,324,477,342,0,1,6,0,0
1,2,18,280,0,130,60,0,0,150,130,280,130,150,130,150,1,0,5,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,17.5,410,100,0,0,180,0,130,260,400,260,130,260,140,0,0,6,1,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,117,27,0,0,0,0,36,81,117,81,36,81,36,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,15,558,495,0,9,0,0,261,297,558,297,261,297,261,0,0,4,0,0
1,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,711,0,99,99,270,0,342,360,711,360,342,360,351,1,0,4,0,0
0,2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
0,2,13,342,0,0,180,81,0,90,252,342,252,90,252,90,1,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,15.5,99,0,0,0,0,0,45,54,99,54,45,54,45,1,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,18,350,160,10,0,0,0,160,190,350,190,160,190,160,0,0,4,1,0
1,1,19,171,0,81,90,0,0,63,108,171,108,63,108,63,1,0,6,0,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,18,1179,432,36,207,234,1,360,783,1179,783,360,783,396,0,1,6,0,0
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,15,10,0,0,0,10,0,0,10,10,10,0,10,0,1,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17,117,0,0,0,72,0,18,90,117,90,18,90,27,1,0,6,0,0
1,2,15,603,0,423,0,45,1,117,324,522,315,117,315,207,0,1,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,14,180,36,0,0,54,0,45,135,180,135,45,135,45,1,0,6,0,0
1,1,20,180,0,135,0,0,0,45,126,180,126,45,126,54,0,0,4,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,54,54,0,0,0,0,27,27,54,27,27,27,27,0,0,4,0,0
1,2,16.5,80,0,0,40,40,0,10,70,80,70,10,70,10,1,0,4,0,0
1,1,16,160,70,20,40,20,0,30,130,160,130,30,130,30,0,0,4,1,0
1,2,15.5,621,252,0,0,126,0,234,378,621,378,234,378,243,1,0,6,1,0
1,2,18.5,459,0,0,126,99,1,144,315,459,315,144,315,144,0,1,5,0,0
0,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,117,9,0,81,0,0,18,99,117,99,18,99,18,1,0,4,0,0
1,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,1,18,99,44,0,0,0,0,11,88,99,88,11,88,11,0,0,4,1,0
-1,0,0,68,0,0,0,0,0,17,51,68,51,17,51,17,0,0,1,1,1
1,2,18.5,207,0,81,0,72,1,72,135,207,135,72,135,72,1,1,4,1,0
1,1,18,234,0,0,36,72,1,72,162,234,162,72,162,72,0,1,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,15,1584,117,0,351,171,0,639,900,1566,900,639,900,666,0,0,6,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,13,189,0,72,27,90,0,45,144,189,144,45,144,45,0,0,6,1,0
1,0,0,190,0,0,0,0,0,60,130,190,130,60,130,60,0,0,6,1,0
-1,1,11,1445,102,0,493,255,1,221,1173,1428,1173,221,1173,255,0,1,2,1,1
1,2,18.5,210,0,0,0,0,1,10,150,210,150,10,150,60,0,1,5,1,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
1,2,17,648,9,90,144,144,0,207,432,648,432,207,432,216,0,0,5,0,0
1,2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,0,0,50,0,0,0,0,0,30,20,50,20,30,20,30,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
1,1,19,135,81,0,0,0,0,36,99,135,99,36,99,36,0,0,5,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17.5,90,90,0,0,0,0,30,60,90,60,30,60,30,1,0,5,1,0
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,0,0,63,0,45,0,9,0,18,45,63,45,18,45,18,0,0,2,0,0
1,0,0,189,0,0,0,189,0,81,108,189,108,81,108,81,0,0,3,0,0
1,2,18.5,1836,207,63,288,162,0,306,981,1530,927,306,927,603,1,0,6,0,0
1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,306,126,36,0,0,1,63,243,306,243,63,243,63,0,1,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,18.5,63,0,63,0,0,0,18,45,63,45,18,45,18,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,19,50,50,0,0,0,1,10,40,50,40,10,40,10,0,1,6,0,0
0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,18,72,12,0,60,0,0,24,48,72,48,24,48,24,0,0,6,0,0
1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,270,0,40,0,0,0,70,160,250,160,70,160,90,0,0,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,340,80,0,30,230,1,80,250,340,250,80,250,90,0,1,3,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
1,0,0,90,90,0,0,0,1,40,50,90,50,40,50,40,0,1,5,0,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,0,0,288,108,9,45,36,1,99,189,288,189,99,189,99,0,1,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,19,153,54,0,0,0,0,54,99,153,99,54,99,54,0,0,3,0,0
0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,14,1395,207,0,45,549,1,504,864,1386,864,504,864,522,1,1,2,0,0
1,0,0,120,0,0,80,0,0,20,100,120,100,20,100,20,0,0,5,0,0
-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,1,18,50,50,0,0,0,0,10,40,50,40,10,40,10,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
1,0,0,90,0,0,36,54,1,18,72,90,72,18,72,18,0,1,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,19,126,126,0,0,0,0,27,99,126,99,27,99,27,0,0,3,1,0
1,1,18,126,72,0,0,0,0,27,99,126,99,27,99,27,0,0,3,0,0
1,1,19,450,0,0,70,50,0,120,310,450,310,120,310,140,0,0,4,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
-1,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,1,17,36,0,36,0,0,0,9,27,36,27,9,27,9,0,0,5,0,0
1,1,11,279,36,54,0,36,0,99,171,279,171,99,171,108,0,0,6,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
-1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,2,17,700,0,0,80,180,0,70,440,560,410,70,410,150,0,0,6,1,0
1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,2,20,280,0,0,60,150,1,90,190,280,190,90,190,90,1,1,5,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,3,17,171,0,0,117,0,0,81,90,171,90,81,90,81,1,0,6,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1,1,18,90,50,0,40,0,0,30,60,90,60,30,60,30,0,0,5,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,18.5,594,63,45,234,9,1,153,378,549,369,153,369,180,1,1,5,1,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,20,522,36,0,144,9,0,117,297,468,288,117,288,180,0,0,6,0,0
1,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,135,36,0,54,9,0,45,90,135,90,45,90,45,0,0,3,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,18,1130,70,0,280,310,0,130,610,840,530,130,530,310,0,0,6,0,0
1,1,20,306,108,0,0,36,0,72,171,288,171,72,171,117,1,0,5,0,0
1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17.5,450,216,0,0,0,0,171,252,450,252,171,252,198,0,0,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,1,16,50,0,0,0,0,0,20,30,50,30,20,30,20,0,0,4,0,0
1,0,0,80,0,0,0,80,0,20,60,80,60,20,60,20,0,0,6,0,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,225,0,72,36,81,1,54,162,225,162,54,162,63,0,1,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,17,110,0,0,0,10,0,40,70,110,70,40,70,40,0,0,4,0,0
-1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,12,693,243,135,126,0,0,207,486,693,486,207,486,207,0,0,4,0,0
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
1,2,15,639,0,0,126,315,0,234,342,639,342,234,342,297,0,0,6,0,0
1,2,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
-1,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,2,17.5,414,117,0,0,189,0,117,261,414,261,117,261,153,0,0,5,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,14,370,10,0,0,230,0,100,250,370,250,100,250,120,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
